Year,AUT,AUS,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,GRC,IRL,ITA,JPN,KOR,NLD,NOR,NZL,PRT,SWE,USA,CHN,IND,BRA,MEX,RUS,ZAF,IDN,THA,MYS,POL,TUR,CHL
2087,-2.9897,-3.2186,-3.1044,-3.2941,-3.1898,-2.7817,-3.2342,-4.0836,-3.1027,-3.8732,-2.6453,-3.3055,-3.0917,-4.1072,-5.0758,-6.9777,-3.4008,-3.365,-2.6489,-3.8376,-2.9312,-2.9689,-2.1255,-0.7863,-1.4659,-1.1977,-1.2084,-1.8885,-0.0314,-3.1041,-2.2914,-1.9972,-1.2648,-4.0217
2088,-3.0167,-3.2734,-3.2479,-3.3391,-3.2258,-2.8266,-3.2863,-4.3067,-3.2677,-4.0113,-2.7798,-3.5522,-3.3171,-4.2873,-5.2494,-7.1737,-3.4185,-3.4599,-2.7409,-3.8887,-3.0598,-3.0569,-2.5377,-0.856,-1.5147,-1.2932,-1.3749,-1.8743,-0.0943,-3.2423,-2.3852,-2.1664,-1.3742,-4.1622
2089,-3.055,-3.3293,-3.3982,-3.383,-3.2766,-2.8821,-3.3297,-4.524,-3.4374,-4.147,-2.9092,-3.8144,-3.5338,-4.4595,-5.4148,-7.334,-3.4375,-3.5625,-2.8349,-3.9294,-3.1984,-3.1359,-2.9848,-0.9221,-1.5674,-1.3905,-1.5579,-1.8613,-0.1522,-3.3711,-2.4756,-2.374,-1.5014,-4.3219
2090,-3.1096,-3.3859,-3.5471,-3.4209,-3.3429,-2.9477,-3.3682,-4.7225,-3.6104,-4.2743,-3.0323,-4.0679,-3.7328,-4.6196,-5.5701,-7.4978,-3.4529,-3.6642,-2.9312,-3.9757,-3.3485,-3.2013,-3.4433,-0.9839,-1.6269,-1.4849,-1.7418,-1.8481,-0.2121,-3.4904,-2.5723,-2.5984,-1.6434,-4.4881
2091,-3.1853,-3.4441,-3.6908,-3.4554,-3.4191,-3.0246,-3.401,-4.9053,-3.7765,-4.4022,-3.1597,-4.2978,-3.9193,-4.7642,-5.7163,-7.6907,-3.4617,-3.7573,-3.0268,-4.0285,-3.4995,-3.2538,-3.9035,-1.046,-1.6874,-1.5761,-1.9386,-1.8371,-0.2792,-3.6035,-2.665,-2.8199,-1.7964,-4.6515
2092,-3.2742,-3.5014,-3.8238,-3.4884,-3.4989,-3.1096,-3.4173,-5.0659,-3.9259,-4.5121,-3.2901,-4.4867,-4.0828,-4.8926,-5.8461,-7.8813,-3.4618,-3.8384,-3.1173,-4.0551,-3.6402,-3.2986,-4.4396,-1.1053,-1.7507,-1.6657,-2.1467,-1.8274,-0.3496,-3.7119,-2.7555,-3.0333,-1.9566,-4.8077
2093,-3.3666,-3.5566,-3.9397,-3.5208,-3.5818,-3.2004,-3.4174,-5.1866,-4.0507,-4.591,-3.4089,-4.6203,-4.2112,-4.9942,-5.9603,-8.0193,-3.449,-3.9014,-3.1991,-4.0494,-3.7738,-3.3351,-4.9651,-1.1599,-1.8226,-1.7553,-2.3435,-1.8199,-0.4097,-3.8071,-2.8476,-3.2423,-2.1205,-4.9648
2094,-3.4635,-3.6081,-4.0436,-3.5532,-3.6725,-3.3005,-3.4141,-5.283,-4.1537,-4.6571,-3.5067,-4.718,-4.3066,-5.0685,-6.0529,-8.1123,-3.4394,-3.9555,-3.2703,-4.0287,-3.9052,-3.3667,-5.4402,-1.2028,-1.9012,-1.8407,-2.5248,-1.8179,-0.4576,-3.8818,-2.9273,-3.4522,-2.2835,-5.1223
2095,-3.5736,-3.6573,-4.1367,-3.5852,-3.771,-3.4119,-3.4213,-5.3694,-4.2408,-4.7005,-3.5878,-4.8054,-4.3669,-5.1257,-6.1304,-8.1936,-3.4363,-4.0083,-3.337,-4.0146,-4.0324,-3.3928,-5.8554,-1.2349,-1.9809,-1.9118,-2.6957,-1.8194,-0.4983,-3.9377,-3.0022,-3.6525,-2.4378,-5.2635
2096,-3.7058,-3.7078,-4.2221,-3.6182,-3.8783,-3.5387,-3.4536,-5.4366,-4.3163,-4.7573,-3.6602,-4.9017,-4.4213,-5.1709,-6.1942,-8.2461,-3.4445,-4.0677,-3.3978,-4.0062,-4.16,-3.4112,-6.2075,-1.2708,-2.0508,-1.9686,-2.8512,-1.8279,-0.532,-3.9738,-3.0667,-3.8312,-2.5739,-5.3766
2097,-3.8481,-3.7544,-4.299,-3.6493,-3.9821,-3.665,-3.4937,-5.4805,-4.3621,-4.8047,-3.7225,-4.9652,-4.4641,-5.2035,-6.2338,-8.2373,-3.4596,-4.1148,-3.4507,-4.0031,-4.2723,-3.4244,-6.5657,-1.3047,-2.117,-2.0159,-2.9577,-1.8392,-0.5565,-3.9913,-3.1129,-3.988,-2.6838,-5.4685
2098,-3.9696,-3.7934,-4.3477,-3.6766,-4.078,-3.7738,-3.5221,-5.4874,-4.3612,-4.8007,-3.7684,-4.9753,-4.4763,-5.209,-6.2484,-8.157,-3.4647,-4.1348,-3.4957,-4.0132,-4.3534,-3.4272,-6.8118,-1.3386,-2.1901,-2.059,-3.01,-1.8545,-0.5722,-3.9943,-3.146,-4.1373,-2.7719,-5.5525
2099,-4.067,-3.8269,-4.3753,-3.7037,-4.1723,-3.872,-3.5539,-5.4673,-4.3312,-4.7832,-3.7969,-4.9535,-4.4689,-5.1854,-6.2371,-8.0314,-3.4736,-4.1494,-3.5323,-4.0303,-4.4189,-3.4199,-6.9341,-1.3753,-2.2591,-2.105,-3.025,-1.8827,-0.5852,-3.9827,-3.1544,-4.289,-2.8413,-5.6127
2100,-4.156,-3.8567,-4.3916,-3.7297,-4.2563,-3.958,-3.5907,-5.4211,-4.2946,-4.7567,-3.8059,-4.913,-4.4347,-5.1454,-6.208,-7.8676,-3.4922,-4.1584,-3.5659,-4.0419,-4.4721,-3.4024,-6.9414,-1.4046,-2.3111,-2.1515,-3.0124,-1.9206,-0.5986,-3.9595,-3.1394,-4.4131,-2.8866,-5.6279
